--md5:68fd29f0aea9193e3ebc40c2957cdb45
Table_PveCard = { 
	[111] = {id = 111, Name = 'Angeling', Type = 'Boss', Difficulty = {1}, MonsterID = 210010, Effect = {1110}, Message = 'Angeling!! Boss incoming!!', Weight = 1, Resource = 'card_30001', HeadIcon = '', Tips = ''},
	[225] = {id = 225, Name = 'Sky Petite', Type = 'Monster', Difficulty = {2}, MonsterID = 215200, Effect = {2250}, Message = 'Flying in the sky at 69 MPH', Weight = 1, Resource = 'card_10077', HeadIcon = '', Tips = ''},
	[226] = {id = 226, Name = 'Green Petite', Type = 'Monster', Difficulty = {2}, MonsterID = 215210, Effect = {2260}, Message = 'Green Petite suppresses Green Snake', Weight = 1, Resource = 'card_10078', HeadIcon = '', Tips = ''},
	[227] = {id = 227, Name = 'Ferus', Type = 'Monster', Difficulty = {3}, MonsterID = 215220, Effect = {2270}, Message = 'I’m small but I’m not weak', Weight = 1, Resource = 'card_10079', HeadIcon = '', Tips = ''},
	[228] = {id = 228, Name = 'Khalitzburg', Type = 'Monster', Difficulty = {3}, MonsterID = 215230, Effect = {2280}, Message = 'Crit Miracle', Weight = 1, Resource = 'card_10091', HeadIcon = '', Tips = ''},
	[229] = {id = 229, Name = 'Rideword', Type = 'Monster', Difficulty = {1}, MonsterID = 215240, Effect = {2290}, Message = 'Look, UFO', Weight = 1, Resource = 'card_10093', HeadIcon = '', Tips = ''},
	[230] = {id = 230, Name = 'Mantis', Type = 'Monster', Difficulty = {2}, MonsterID = 215250, Effect = {2300}, Message = 'The 17th Master of Mantis Fists', Weight = 1, Resource = 'card_10125', HeadIcon = '', Tips = ''},
	[231] = {id = 231, Name = 'Black Witch', Type = 'Monster', Difficulty = {2}, MonsterID = 215260, Effect = {2310}, Message = 'The secret of Black Witch is...', Weight = 1, Resource = 'card_10127', HeadIcon = '', Tips = ''},
	[232] = {id = 232, Name = 'Flora', Type = 'Monster', Difficulty = {1}, MonsterID = 215270, Effect = {2320}, Message = 'Flora is always very steady', Weight = 1, Resource = 'card_10037', HeadIcon = '', Tips = ''},
	[233] = {id = 233, Name = 'Andre', Type = 'Monster', Difficulty = {1}, MonsterID = 215280, Effect = {2330}, Message = 'Andre likes to attack in groups', Weight = 1, Resource = 'card_10040', HeadIcon = '', Tips = ''},
	[234] = {id = 234, Name = 'Mummy', Type = 'Monster', Difficulty = {1}, MonsterID = 215290, Effect = {2340}, Message = 'How a Mummy is created', Weight = 1, Resource = 'card_10052', HeadIcon = '', Tips = ''},
	[235] = {id = 235, Name = 'Dokebi', Type = 'Monster', Difficulty = {1}, MonsterID = 215300, Effect = {2350}, Message = 'No Earth element?', Weight = 1, Resource = 'card_10066', HeadIcon = '', Tips = ''},
	[236] = {id = 236, Name = 'Incubus', Type = 'Monster', Difficulty = {3}, MonsterID = 215310, Effect = {2360}, Message = 'Fight for the vanity of demon', Weight = 1, Resource = 'card_10083', HeadIcon = '', Tips = ''},
	[237] = {id = 237, Name = 'Injustice', Type = 'Monster', Difficulty = {3}, MonsterID = 215320, Effect = {2370}, Message = 'Injustice fights without equipment', Weight = 1, Resource = 'card_10086', HeadIcon = '', Tips = ''},
	[238] = {id = 238, Name = 'Anolian', Type = 'Monster', Difficulty = {3}, MonsterID = 215330, Effect = {2380}, Message = 'Rare Protected Animal', Weight = 1, Resource = 'card_10088', HeadIcon = '', Tips = ''},
	[239] = {id = 239, Name = 'Wind Ghost', Type = 'Monster', Difficulty = {3}, MonsterID = 215340, Effect = {2390}, Message = 'Disperse Never Ends', Weight = 1, Resource = 'card_10092', HeadIcon = '', Tips = ''},
	[240] = {id = 240, Name = 'Ancient Clock', Type = 'Monster', Difficulty = {3}, MonsterID = 215350, Effect = {2400}, Message = 'Death comes in 29 sec', Weight = 1, Resource = 'card_10128', HeadIcon = '', Tips = ''},
	[241] = {id = 241, Name = 'Elder', Type = 'Monster', Difficulty = {3}, MonsterID = 215360, Effect = {2410}, Message = 'The Wizard has something to say', Weight = 1, Resource = 'card_10131', HeadIcon = '', Tips = ''},
	[242] = {id = 242, Name = 'Stem Worm', Type = 'Monster', Difficulty = {3}, MonsterID = 215370, Effect = {2420}, Message = 'Stem Worm is not Stem Warm', Weight = 1, Resource = 'card_10134', HeadIcon = '', Tips = ''},
	[243] = {id = 243, Name = 'Wanderer', Type = 'Monster', Difficulty = {3}, MonsterID = 10096, Effect = {2430}, Message = 'Wanderer report!', Weight = 0, Resource = 'card_10096', HeadIcon = '', Tips = ''},
	[244] = {id = 244, Name = 'Matyr', Type = 'Monster', Difficulty = {1}, MonsterID = 215380, Effect = {2440}, Message = 'Let’s stop for a rest', Weight = 1, Resource = 'card_10051', HeadIcon = '', Tips = ''},
	[245] = {id = 245, Name = 'Giearth', Type = 'Monster', Difficulty = {2}, MonsterID = 215390, Effect = {2450}, Message = 'Your defense is not perfect', Weight = 1, Resource = 'card_10045', HeadIcon = '', Tips = ''},
	[246] = {id = 246, Name = 'Menblatt', Type = 'Monster', Difficulty = {1}, MonsterID = 215400, Effect = {2460}, Message = 'Menblatt is immune to magic', Weight = 1, Resource = 'card_10039', HeadIcon = '', Tips = ''},
	[247] = {id = 247, Name = 'Argiope', Type = 'Monster', Difficulty = {2}, MonsterID = 215410, Effect = {2470}, Message = 'Argiope is covered with toxins', Weight = 1, Resource = 'card_10038', HeadIcon = '', Tips = ''},
	[248] = {id = 248, Name = 'Hornet', Type = 'Monster', Difficulty = {1}, MonsterID = 215420, Effect = {2480}, Message = 'Little Bees! Little Bees! Countless Little Bees', Weight = 1, Resource = 'card_10036', HeadIcon = '', Tips = ''},
	[249] = {id = 249, Name = 'Phen', Type = 'Monster', Difficulty = {2}, MonsterID = 215430, Effect = {2490}, Message = 'Just surrender and escape when a Phen attacks', Weight = 1, Resource = 'card_10027', HeadIcon = '', Tips = ''},
	[250] = {id = 250, Name = 'Vadon', Type = 'Monster', Difficulty = {1}, MonsterID = 215440, Effect = {2500}, Message = 'A tough Vadon, reflects damage', Weight = 1, Resource = 'card_10023', HeadIcon = '', Tips = ''},
	[251] = {id = 251, Name = 'Full Swing', Type = 'Friend', Difficulty = {1,2,3}, Effect = {2510}, Message = 'I will strike down two by myself', Weight = 1, Resource = 'card_251', HeadIcon = '', Tips = 'Increase Attack Speed'},
	[252] = {id = 252, Name = 'Skate shoes', Type = 'Friend', Difficulty = {1,2,3}, Effect = {2520}, Message = 'Rush to the South Gate without a gasp', Weight = 1, Resource = 'card_252', HeadIcon = '', Tips = 'Increase Movement Speed'},
	[253] = {id = 253, Name = 'First-aid Kit', Type = 'Friend', Difficulty = {1,2,3}, Effect = {2530}, Message = 'Necessary for hunting monsters, more useful than Priest', Weight = 1, Resource = 'card_253', HeadIcon = '', Tips = 'Disperse and Restore HP'},
	[254] = {id = 254, Name = 'Armor', Type = 'Friend', Difficulty = {1,2,3}, Effect = {2540}, Message = 'Mom no longer needs to worry about my health', Weight = 1, Resource = 'card_254', HeadIcon = '', Tips = 'Increase Defense'},
	[255] = {id = 255, Name = 'Kerosene', Type = 'Friend', Difficulty = {1,2,3}, Effect = {2550}, Message = 'Kerosene and Weapon match better when killing monsters', Weight = 1, Resource = 'card_255', HeadIcon = '', Tips = 'Increase Attack'},
	[256] = {id = 256, Name = 'Mestinon', Type = 'Friend', Difficulty = {1,2,3}, Effect = {2560}, Message = 'Great force deals great damage, one strike two down', Weight = 1, Resource = 'card_256', HeadIcon = '', Tips = 'Increase Crit'},
	[257] = {id = 257, Name = 'Pocket Watch', Type = 'Friend', Difficulty = {1,2,3}, Effect = {2570}, Message = 'Time is in my hand, you will never catch up with me', Weight = 1, Resource = 'card_257', HeadIcon = '', Tips = 'Increase Movement Speed, Reduce Attack'},
	[258] = {id = 258, Name = 'Shield', Type = 'Friend', Difficulty = {1,2,3}, Effect = {2580}, Message = 'No one can hurt me', Weight = 1, Resource = 'card_258', HeadIcon = '', Tips = 'Immune to damage'},
	[259] = {id = 259, Name = 'Purifier', Type = 'Friend', Difficulty = {1,2,3}, Effect = {2590}, Message = 'Expel bad weather, restore good mood', Weight = 0, Resource = 'card_259', HeadIcon = '', Tips = 'Disperse Environment Effect'},
	[260] = {id = 260, Name = 'Cheater Card', Type = 'Friend', Difficulty = {1,2,3}, Effect = {2600}, Message = 'No more cheats', Weight = 0, Resource = 'card_260', HeadIcon = '', Tips = 'Exchange HP Percentage'},
	[261] = {id = 261, Name = 'Lightning Rod', Type = 'Item', Difficulty = {2}, Effect = {1970,1971}, Message = 'You won’t know how painful a lightning strike is until you are hit by one ', Weight = 1, Resource = 'card_197', HeadIcon = 'cardhead_197', Tips = 'Direct Damage'},
	[262] = {id = 262, Name = 'Lightning Rod', Type = 'Item', Difficulty = {3}, Effect = {1970,1972}, Message = 'You won’t know how painful a lightning strike is until you are hit by one ', Weight = 1, Resource = 'card_197', HeadIcon = 'cardhead_197', Tips = 'Direct Damage'},
	[263] = {id = 263, Name = 'Tranquillizer', Type = 'Item', Difficulty = {2}, Effect = {1981}, Message = 'You need to calm down', Weight = 1, Resource = 'card_198', HeadIcon = 'cardhead_198', Tips = 'Stunned'},
	[264] = {id = 264, Name = 'Tranquillizer', Type = 'Item', Difficulty = {3}, Effect = {1982}, Message = 'You need to calm down', Weight = 1, Resource = 'card_198', HeadIcon = 'cardhead_198', Tips = 'Stunned'},
	[265] = {id = 265, Name = 'Magnetic Field', Type = 'Item', Difficulty = {2}, Effect = {1990,1991}, Message = 'Your legs are no longer yours when in the magnetic field', Weight = 1, Resource = 'card_199', HeadIcon = 'cardhead_199', Tips = 'Slow'},
	[266] = {id = 266, Name = 'Magnetic Field', Type = 'Item', Difficulty = {3}, Effect = {1990,1992}, Message = 'Your legs are no longer yours when in the magnetic field', Weight = 1, Resource = 'card_199', HeadIcon = 'cardhead_199', Tips = 'Slow'},
	[267] = {id = 267, Name = 'Noise Maker', Type = 'Item', Difficulty = {2}, Effect = {2001}, Message = 'It’s too noisy, I’d rather stay silent', Weight = 1, Resource = 'card_200', HeadIcon = 'cardhead_200', Tips = 'Silence'},
	[268] = {id = 268, Name = 'Noise Maker', Type = 'Item', Difficulty = {3}, Effect = {2002}, Message = 'It’s too noisy, I’d rather stay silent', Weight = 1, Resource = 'card_200', HeadIcon = 'cardhead_200', Tips = 'Silence'},
	[269] = {id = 269, Name = 'Enchanting Incense', Type = 'Item', Difficulty = {2}, Effect = {2011}, Message = 'I can’t feel my limbs', Weight = 1, Resource = 'card_201', HeadIcon = 'cardhead_201', Tips = 'Reduce Attack/Movement Speed'},
	[270] = {id = 270, Name = 'Enchanting Incense', Type = 'Item', Difficulty = {3}, Effect = {2012}, Message = 'I can’t feel my limbs', Weight = 1, Resource = 'card_201', HeadIcon = 'cardhead_201', Tips = 'Reduce Attack/Movement Speed'},
	[271] = {id = 271, Name = 'Photoscope', Type = 'Item', Difficulty = {2}, Effect = {2022,2023}, Message = 'My weakness is no longer a secret', Weight = 1, Resource = 'card_202', HeadIcon = 'cardhead_202', Tips = 'Disperse and Reduce Defense'},
	[272] = {id = 272, Name = 'Photoscope', Type = 'Item', Difficulty = {3}, Effect = {2024,2025}, Message = 'My weakness is no longer a secret', Weight = 1, Resource = 'card_202', HeadIcon = 'cardhead_202', Tips = 'Disperse and Reduce Defense'},
	[273] = {id = 273, Name = 'Blinker', Type = 'Item', Difficulty = {2}, Effect = {2031}, Message = 'You can’t aim without a clear sight', Weight = 1, Resource = 'card_203', HeadIcon = 'cardhead_203', Tips = 'Flee, Crit unavailable'},
	[274] = {id = 274, Name = 'Blinker', Type = 'Item', Difficulty = {3}, Effect = {2032}, Message = 'You can’t aim without a clear sight', Weight = 1, Resource = 'card_203', HeadIcon = 'cardhead_203', Tips = 'Flee, Crit unavailable'},
	[275] = {id = 275, Name = 'Poison', Type = 'Item', Difficulty = {2}, Effect = {2041}, Message = 'Help, this medicine is poisoned', Weight = 1, Resource = 'card_204', HeadIcon = 'cardhead_204', Tips = 'Reduce Max HP'},
	[276] = {id = 276, Name = 'Poison', Type = 'Item', Difficulty = {3}, Effect = {2042}, Message = 'Help, this medicine is poisoned', Weight = 1, Resource = 'card_204', HeadIcon = 'cardhead_204', Tips = 'Reduce Max HP'},
	[277] = {id = 277, Name = 'Fake Potion', Type = 'Item', Difficulty = {2}, Effect = {2051}, Message = 'I feel that nothing I do is right', Weight = 1, Resource = 'card_205', HeadIcon = 'cardhead_205', Tips = 'Increase Cost'},
	[278] = {id = 278, Name = 'Fake Potion', Type = 'Item', Difficulty = {3}, Effect = {2052}, Message = 'I feel that nothing I do is right', Weight = 1, Resource = 'card_205', HeadIcon = 'cardhead_205', Tips = 'Increase Cost'},
	[279] = {id = 279, Name = 'Sea of Fire', Type = 'Environment', Difficulty = {2}, Effect = {1915,1916,1917,1923,1918,1919}, Message = 'Die in the fire? Or die in the fire?', Weight = 1, Resource = 'card_192', HeadIcon = 'cardhead_192', Tips = 'Continuous Damage'},
	[280] = {id = 280, Name = 'Sea of Fire', Type = 'Environment', Difficulty = {3}, Effect = {1926,1927,1928,1929,1918,1919}, Message = 'Die in the fire? Or die in the fire?', Weight = 1, Resource = 'card_192', HeadIcon = 'cardhead_192', Tips = 'Continuous Damage'},
	[281] = {id = 281, Name = 'Meteor', Type = 'Environment', Difficulty = {2}, Effect = {1953,1954,1955,1956,1957,1958}, Message = 'A meteorite is coming, clear the way', Weight = 1, Resource = 'card_193', HeadIcon = 'cardhead_193', Tips = 'Massive Damage'},
	[282] = {id = 282, Name = 'Meteor', Type = 'Environment', Difficulty = {3}, Effect = {1964,1965,1966,1967,1968,1969}, Message = 'A meteorite is coming, clear the way', Weight = 1, Resource = 'card_193', HeadIcon = 'cardhead_193', Tips = 'Massive Damage'},
	[283] = {id = 283, Name = 'Whirlwind', Type = 'Environment', Difficulty = {2}, Effect = {1951}, Message = 'I will step into the storm to inspect it', Weight = 0, Resource = 'card_195', HeadIcon = 'cardhead_195', Tips = 'DEBUFF'},
	[284] = {id = 284, Name = 'Whirlwind', Type = 'Environment', Difficulty = {3}, Effect = {1952}, Message = 'I will step into the storm to inspect it', Weight = 0, Resource = 'card_195', HeadIcon = 'cardhead_195', Tips = 'DEBUFF'},
	[285] = {id = 285, Name = 'Sand', Type = 'Environment', Difficulty = {2}, Effect = {1961,1962}, Message = 'Here comes the sandstorm, everything is blurry', Weight = 1, Resource = 'card_196', HeadIcon = 'cardhead_196', Tips = 'Reduce Hit'},
	[286] = {id = 286, Name = 'Sand', Type = 'Environment', Difficulty = {3}, Effect = {1961,1963}, Message = 'Here comes the sandstorm, everything is blurry', Weight = 1, Resource = 'card_196', HeadIcon = 'cardhead_196', Tips = 'Reduce Hit'},
}

Table_PveCard_fields = { "id","Name","Type","Difficulty","MonsterID","Effect","Message","Weight","Resource","HeadIcon","Tips",}
return Table_PveCard
