--md5:b121aed5573296d2245fd9da6bb6b595
Table_Collection = { 
	[1] = {id = 1, ItemId = {53500,53501,53502,53503,53504,53505,53506,53507,53508,53509,53510,53511,53512,53513,53514,53515}, mapID = 27, Icon = 'item_task_61', Desc = 'In A.W 800, Himmelmez led the Undead Army and entered Glast Heim. The Royal Legion was unable to match them. The capital became a dead city overnight. Some people thought that there were \"traitors\" in the royal family who had leaked military intelligence to Himmelmez. A secret investigator locked fifteen suspects according to the remained royal documents, and compiled the fifteen suspects’ information into the [End of Glast Heim - Rebels File]. The true identities of the traitors in the file are not explicitly mentioned, but traces can be found from the information on those related items. Details of the file can be checked at Springnam.', RewardStr = 'Finish collecting GLC.A031 File %s', Quality = 4, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'GLC.A031 File', RedTip = 10001},
	[34] = {id = 34, ItemId = {53705,53706,53707,53708,53709}, mapID = 64, Icon = 'item_45189', Desc = 'There have been several thefts in Border Checkpoint recently, the Guard Siess had to ask adventurer to help investigate. After further investigation, the adventurer retrieved the pilferage from monsters, and found that the conspirator was Monster Thief Team. After battle, the adventurer arrested the key members of Monster Thief Team, and handed them to Border Guards. As a sign of appreciation, the Guard Siess sent a precious Medal of Honor as gift.', RewardStr = 'After completing the collection of Monster Thief Team %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Monster Thief Team', RedTip = 10035},
	[35] = {id = 35, ItemId = {53736,53737,53738,53739,53740,53741,53742,53743,53744}, mapID = 66, Icon = 'item_6201', Desc = '在许多年前，熔岩洞窟曾发生过一次魔物大暴动，灾厄之火一度逼近朱诺城，四位来自各地的勇士自发组成了一支特别行动小队，他们一路披荆斩棘，将狂化的魔物群压制回了熔岩洞窟，最后精疲力竭的勇士们牺牲了自己终结了灾难，但随着时间的流逝，众人遗忘了英雄们的事迹，今天让我们记住他们，诺法、桃丽、瓦西里、斯曼玲·黎风，朱诺会永远铭记这四个名字。', RewardStr = '完成英雄传说的收集后%s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = '英雄传说', RedTip = 10036},
	[36] = {id = 36, ItemId = {53745,53746,53747,53748,53749,53750,53751}, mapID = 65, Icon = 'item_5524', Desc = '几千年前，在这片原野上曾有一个以打猎和采集为生的部落。那时候的人类可依仗的东西并不多，没有科技也没有法术，甚至连对事物足够的认知都没有。他们可以依靠的只有自己的双手。不知从何时开始，鸟人一族在村落外面扎了根。为了原野上的资源，外出的勇士们经常与鸟人发生冲突，死伤甚多。勇士们渐渐的不敢轻易外出猎物，村落也渐渐失去了往日的欣荣。所有人都惶惶不安，祭司们不分昼夜的在祭台上祈求天神为村子指明一条生存的道路。大祭司有一晚做了一个梦。在梦里，一个逆着光看不清面容的青年人举着一颗发光的金色鸟蛋，鸟蛋的光芒笼罩着村落，村民的脸上露出幸福的神情。大祭司认为这个梦是天神给他们的指引，他连忙将梦境告诉了大家。在村长的提议下，村落将举办一个大型祭祀，为愿意外出寻找黄金鸟蛋的勇士们祈福送行，而找到鸟蛋的勇士就是天选勇士，他将带领村落走出困境。愿意外出寻找黄金鸟蛋的勇士大约有二十个，他们都是刚毅勇敢的青年，他们不在乎自己是不是那个天选勇士，他们只想找到那颗可以守护村子的鸟蛋。最后黄金鸟蛋被找到了，但是回来的勇士却只有五个……这颗鸟蛋的确是具有一定的魔力，它日复一日年复一年的吸取鸟人王哈利的力量，村落外面的鸟人感受到了这股熟悉的力量，也不再与村落的人起冲突。天选勇士带领着村民开荒拓土，将野外采集来的种子种植在土地里，通过不断的摸索，转变成了一个农耕村落，自然村民也都过上了安稳的生活。', RewardStr = '完成勇者的传说的收集后%s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = '勇者的传说', RedTip = 10037},
	[37] = {id = 37, ItemId = {53752,53753,53754,53755,53756,53757,53758,53759,53760}, mapID = 67, Icon = 'item_47008', Desc = '你相信命运吗？我一直想不明白，为什么我只是一只小恶魔……我一个远方亲戚家的哥哥，是一只特别帅气的爆炎小恶魔！我真是好羡慕它啊！于是我就央求长老带我来熔岩洞窟，我也要变成一只帅气的爆炎小恶魔！但长老说即使我现在一直呆在熔岩洞窟，我也是不能变成爆炎小恶魔的……但是，如果将火焰之力直接注入我的体内！说不定就会成功了！冒险者，你能帮帮我吗？（来自小恶魔维特的内心对白）', RewardStr = '完成小恶魔维特的烦恼的收集后%s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = '小恶魔维特的烦恼', RedTip = 10038},
	[38] = {id = 38, ItemId = {53761,53762,53763,53764,53765,53766,53767}, mapID = 65, Icon = 'task_53630', Desc = '25年前，艾因布洛克的某个村庄突然爆发了一场致命瘟疫。与此同时，雷根贝勒公司的执行部长艾恩·格林带着一份机密文件离奇失踪。令人啧啧称奇的是，一瓶解药与神秘字条突然出现在村庄的神像旁，解药让疫情在短时间内得到了控制。此后疑似瘟疫污染源的机器也由雷根贝勒公司宣布永久损坏。至于杳无音信的艾恩部长，有人说他带着充斥罪证的机密文件畏罪潜逃到了异国他乡；有人说见到他感染了瘟疫，死在了原野的林间，恶有恶报。', RewardStr = '完成瘟疫之灾的收集后%s', Quality = 4, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'The Plague', RedTip = 10039},
	[39] = {id = 39, ItemId = {53768,53769,53770,53771}, mapID = 67, Icon = 'item_700138', Desc = '熔岩洞窟是个富产矿石的地方，而且这里的矿石很特别，这是一种天然自带火焰力量的矿石，名为火焰矿石。这种矿石可以说是完全因为生活在熔岩洞窟的炎之领主的力量才会诞生，售卖价值很高，人类曾有很长的一段时间一直在这里挖掘这种矿石。后来，这里出了一场大事故，火焰领主非常愤怒，他用强大的力量将所有人类矿工赶出了洞窟。从此之后，火焰矿石不再有固定的出产，成为了稀有之物。', RewardStr = '完成火焰矿石的故事的收集后%s', Quality = 4, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = '火焰矿石的故事', RedTip = 10040},
}

Table_Collection_fields = { "id","ItemId","mapID","Icon","Desc","RewardStr","Quality","AdventureReward","RewardProperty","Ed","Name","RedTip",}
return Table_Collection
