Table_Dialog_Left = {}
local func_index = function(table, key)
	local data = StrTablesManager.GetData("Table_Dialog_Left", key);
	[3233] = "{id = 3233, Speaker = 1123, Text = 'Everyone has a share. Good, let’s go!'}",
	[3234] = "{id = 3234, Speaker = 1123, Text = 'I guess you are ready?'}",
	[3235] = "{id = 3235, Speaker = 1122, Text = 'Let’s begin!'}",
	[3236] = "{id = 3236, Speaker = 1122, Text = 'More and more shining, I feel so good!'}",
	[3237] = "{id = 3237, Speaker = 1123, Text = 'I’ve never seen such shining light before!'}",
	[3238] = "{id = 3238, Speaker = 1123, Text = 'Wait, something is wrong!!'}",
	[3239] = "{id = 3239, Speaker = 1068, Text = 'You are making it worse!'}",
	[3240] = "{id = 3240, Speaker = 1122, Text = 'I feel really bad right now...'}",
	[3241] = "{id = 3241, Speaker = 1123, Text = 'I just want to leave this hell place ASAP!'}",
	[3242] = "{id = 3242, Speaker = 1068, Text = 'Adventurer, Demonized monsters are everywhere, please be careful!', Option = 'Sorry'}",
	[3243] = "{id = 3243, Speaker = 1014, Text = 'Your friend [c][ffff00]Cenia[-][/c] is also in the sewer, please go find her. Golden Thief Bugs won’t show mercy to anyone!'}",
	[3244] = "{id = 3244, Speaker = 1014, Text = 'Oh, I see. I don’t expect the situation in the sewer is so bad!', Option = 'I want to be stronger!'}",
	[3245] = "{id = 3245, Speaker = 1014, Text = 'Haha~You’ve come to the right person. I, [c][ffff00]Hollgrehenn[-][/c], can help you [c][ffff00]Enhance your Equipment[-][/c] and make them tougher!', Option = 'Enhance Equipment'}",
	[3246] = "{id = 3246, Speaker = 1014, Text = 'So? My ancestral craftsmanship is not bad hmm? Young man, Now you are ready to go! There is a Garrison near the west gate, and an old scholar doing researches. You can go there and update them with the situation here...'}",
	[3247] = "{id = 3247, Speaker = 1028, Text = 'It looks like you’ve been fully prepared, That’s a good thing! A Swordswoman just came and after hearing about the Golden Thief Bugs, she directly rushed to the southern area. Young people are so enthusiastic these days!'}",
	[3248] = "{id = 3248, Speaker = 0, Text = 'Is that Swordswoman named [c][ffff00]Cenia[-][/c]?'}",
	[3249] = "{id = 3249, Speaker = 1068, Text = 'Err...Yes, It’s Cenia! Please go find her, If she really run into [c][ffff00]Golden Thief Bugs[-][/c], she couldn’t deal with them as a new swordsman!'}",
	[3250] = "{id = 3250, Speaker = 0, Text = 'It’s quite dangerous here!'}",
	[3251] = "{id = 3251, Speaker = 1051, Text = 'Hey! [c][ffff00][PlayerName][-][/c], Open your eyes! I’m a promising swordsman! Compared with me, You are the one in danger!'}",
	[3252] = "{id = 3252, Speaker = 0, Text = 'Typical [c][ffff00]Cenia[-][/c] behaviors...I can’t outtalk you...Why don’t we compete and see who kills faster?'}",
	[3253] = "{id = 3253, Speaker = 1051, Text = 'Haha, just bring it on! Come and clear these [c][ffff00]Thief Bugs[-][/c]! Be careful not to get hurt! I’m not Acolyte~'}",
	[3254] = "{id = 3254, Speaker = 0, Text = 'This task is no big deal, I can finish it easily! [c][ffff00]Cenia[-][/c], What happened, are you hurt?'}",
	[3255] = "{id = 3255, Speaker = 1051, Text = 'It doesn’t matter! I was just a little distracted and got bitten by a Thief Bug...'}",
	[3256] = "{id = 3256, Speaker = 0, Text = 'It’s swollen, don’t move. I will go get some [c][ffff00]Magic Powders[-][/c] from the [c][ffff00]Spore[-][/c], it’s very effective towards swelling...'}",
	[3257] = "{id = 3257, Speaker = 0, Text = 'Here, Let me rub it on! I know, I will be gentle...'}",
	[3258] = "{id = 3258, Speaker = 1051, Text = 'Ah! That’s so embarrassing! Let me do it myself~Don’t look down upon me, this wound is nothing!'}",
	[3259] = "{id = 3259, Speaker = 1051, Text = 'I’m on a quest to find a photographer, don’t stand there like a fool, go find him with me!', Option = 'OK!'}",
	[3260] = "{id = 3260, Speaker = 1124, Text = 'Great! Finally there is someone! Praying does work!'}",
	[3261] = "{id = 3261, Speaker = 0, Text = 'Don’t you know the sewer is quite dangerous recently? Why do you come here to shoot during this special period?'}",
	[3262] = "{id = 3262, Speaker = 1124, Text = 'Now you don’t understand, the demonized monsters bring a perfect chance for photo-shooting! There are even professional battlefield photographers contributing great works to [c][ffff00]Midgard Geographic[-][/c]! That’s what I wanna be!'}",
	[3263] = "{id = 3263, Speaker = 0, Text = 'OK, so can you leave now? It’s really dangerous down here!'}",
	[3264] = "{id = 3264, Speaker = 1124, Text = 'Let me take a few more pictures. There are so many Spores, perfect for shooting. Can you take a picture for me?'}",
	[3265] = "{id = 3265, Speaker = 0, Text = 'No way! For your own safety, you must leave here now!'}",
	[3266] = "{id = 3266, Speaker = 1124, Text = 'If you agree to take a picture for me, I will show you the precious photo I just took.', Option = 'Agree reluctantly'}",
	[3267] = "{id = 3267, Speaker = 0, Text = 'Oh no! Why did this have to happen now!'}",
	[3268] = "{id = 3268, Speaker = 1124, Text = 'Well...Your shooting skills need to be improved. But anyway, thank you!'}",
	[3269] = "{id = 3269, Speaker = 0, Text = 'Oh? Didn’t you say you’d show me a precious photo? Have you noticed anything abnormal in the sewer?'}",
	[3270] = "{id = 3270, Speaker = 1124, Text = 'See for yourself, I was shocked too at first! That’s unbelievable! This photo could become the headline of the [c][ffff00]Midgard Geographic[-][/c]!', Option = 'Take the photo'}",
	[3271] = "{id = 3271, Speaker = 1051, Text = '…'}",
	[3272] = "{id = 3272, Speaker = 1124, Text = 'Yeah, very rare, isn’t it? Obeaunes have shown up in the sewer. The big one seemed quite unfriendly, so I just took a few photos from the distance...'}",
	[3273] = "{id = 3273, Speaker = 0, Text = 'Cenia!'}",
	[3274] = "{id = 3274, Speaker = 1124, Text = 'I don’t want to give up, but I have to figure out what’s been going on! I will pack up my things and leave, See you later!'}",
	[3275] = "{id = 3275, Speaker = 1051, Text = '!!!! How could this happen! We need to find these Obeaunes first!!'}",
	[3276] = "{id = 3276, Speaker = 0, Text = 'Find them ASAP! It looks like they need help, they are not demonized...'}",
	[3277] = "{id = 3277, Speaker = 1126, Text = 'Roar! Roar!!! Go away! Don’t come close! Humans!'}",
	[3278] = "{id = 3278, Speaker = 1051, Text = 'Don’t be afraid, we Adventurers are good people! Do you need help?'}",
	[3279] = "{id = 3279, Speaker = 1126, Text = 'Pretentious! It’s all your fault! You put these big tubes into the sea, that’s why we’ve been sucked into this filthy sewer! Strouf will punish you!'}",
	[3280] = "{id = 3280, Speaker = 1051, Text = 'He is hurt, the wounds must be from those [c][ffff00]Thief Bugs[-][/c]!'}",
	[3281] = "{id = 3281, Speaker = 1051, Text = 'Hurry and get some [c][ffff00]Magic Powder[-][/c], or the swelling and inflammation could lead to death! Yeah, monsters are different from humans, they need much more Magic Powder.'}",
	[3282] = "{id = 3282, Speaker = 1126, Text = 'Go away! I would rather die than be healed by humans! The contaminated water has already killed my family and my kind! We will never side with humans!'}",
	[3283] = "{id = 3283, Speaker = 1051, Text = 'Alright, you can refuse treatment... But your child is hurt. She isn’t as strong as you! As a mother, you have to consider your child! '}",
	[3284] = "{id = 3284, Speaker = 1126, Text = '(Turn to look at little Lusya)'}",
	[3285] = "{id = 3285, Speaker = 1126, Text = '...[c][ffff00]Lusya[-][/c], my dearest child! Alright! But if you try to harm her, I will fight to the death to make you pay! '}",
	[3286] = "{id = 3286, Speaker = 1127, Text = '…', Emoji = 17}",
	[3287] = "{id = 3287, Speaker = 1051, Text = 'What a lovely little Obeaune, but too young to speak. Don’t worry. We will heal you, and then take you back to the ocean, back to your home…'}",
	[3288] = "{id = 3288, Speaker = 1126, Text = 'Don’t expect my gratitude! Because you humans are the cause of all of this! But... [c][ffff00]Lusya[-][/c]...'}",
	[3289] = "{id = 3289, Speaker = 1051, Text = 'Don’t hesitate, we’ll escort you back right now. The longer you stay, the more dangerous it gets...If the troops find you, you’ill be in big trouble...'}",
	[3290] = "{id = 3290, Speaker = 1051, Text = '[c][ffff00][PlayerName][-][/c], I will stay here with them. You can go kill some monsters ahead and find out which tube leads to the sea...', Option = 'OK'}",
	[3291] = "{id = 3291, Speaker = 0, Text = 'Now there should be no more attacks from Thief Bugs.'}",
	[3292] = "{id = 3292, Speaker = 1129, Text = 'What are you doing at the entrance of the Underwater Cave, young man?'}",
	[3293] = "{id = 3293, Speaker = 0, Text = ' No..nothing...It’s quite dark down here, I couldn’t find the exit...'}",
	[3294] = "{id = 3294, Speaker = 1129, Text = '··'}",
	[3295] = "{id = 3295, Speaker = 1129, Text = 'Don’t worry, we’ve sent a squad to follow up the blood Trial...'}",
	[3296] = "{id = 3296, Speaker = 0, Text = ' (I need to go back ASAP)'}",
	[3297] = "{id = 3297, Speaker = 1128, Text = 'Adventurer, go back! This crazy undersea monster is very dangerous! Let us handle it!'}",
	[3298] = "{id = 3298, Speaker = 0, Text = 'Wait, dangerous!'}",
	[3299] = "{id = 3299, Speaker = 1126, Text = 'Damn humans! Haven’t you realized the crimes you have committed?'}",
	[3300] = "{id = 3300, Speaker = 1128, Text = 'Adventurer, get away from there!'}",
	[3301] = "{id = 3301, Speaker = 0, Text = 'Lusisa gave out a grievous sharp cry...'}",
	[3302] = "{id = 3302, Speaker = 1128, Text = '\"Ah! What’s happening? My head hurts!\"', Emoji = 19}",
	[3303] = "{id = 3303, Speaker = 1126, Text = 'Go, take Lusya and let her live!'}",
	[3304] = "{id = 3304, Speaker = 1051, Text = '[c][ffff00][PlayerName][-][/c], please protect the little Obeaune to leave here first, I will cover for you!'}",
	[3305] = "{id = 3305, Speaker = 1051, Text = 'What do you mean?! [c][ffff00]Lusisa[-][/c], what about you?'}",
	[3306] = "{id = 3306, Speaker = 1126, Text = 'My wounds are too bad, the erosion, the wounds left by Thief Bugs. And after the exhausting cry, I feel like something weird is growing inside me! Go now! When [c][ffff00]Lusya[-][/c] grows up, tell her that her mother loved her!'}",
	[3307] = "{id = 3307, Speaker = 1051, Text = 'No way! We should go together!'}",
	[3308] = "{id = 3308, Speaker = 0, Text = 'Go! Cenia! The guards are recovering! If you stay any longer, even [c][ffff00]Lusya[-][/c] will be in danger!'}",
	[3309] = "{id = 3309, Speaker = 0, Text = 'Right! The guards are here, I will find an opportunity to knock them down!'}",
	[3310] = "{id = 3310, Speaker = 0, Text = '[c][ffff00]Lusya[-][/c], we have to separate here. Please take care of yourself! See you around'}",
	[3311] = "{id = 3311, Speaker = 0, Text = 'I’m fine...'}",
	[3312] = "{id = 3312, Speaker = 1127, Text = '…', Emoji = 24}",
	[3313] = "{id = 3313, Speaker = 0, Text = 'I need to go back ASAP.'}",
	[3314] = "{id = 3314, Speaker = 1128, Text = 'Where have you been, Young man? When we woke up, the Obeaunes were gone, We thought you were in danger.'}",
	[3315] = "{id = 3315, Speaker = 0, Text = '[c][ffff00]Cenia[-][/c], great that you are fine!'}",
	[3316] = "{id = 3316, Speaker = 1051, Text = '[c][ffff00]Golden Thief Bugs[-][/c] didn’t attack me, they went into the deep sewer instead.'}",
	[3317] = "{id = 3317, Speaker = 1124, Text = '...I followed you here secretly. I didn’t know I would take such an unfortunate picture, here.', Option = 'Take the photo'}",
	[3318] = "{id = 3318, Speaker = 0, Text = '...This is a picture of the demonized Lusisa...'}",
	[3319] = "{id = 3319, Speaker = 0, Text = 'We need to send these pictures to the Lab ASAP. The pollution and the demonized Obeaune are too abnormal! Reo, thank you for your photos!'}",
	[3320] = "{id = 3320, Speaker = 1128, Text = 'Adventurer, [c][ffff00]there is a shortcut to the west gate of Prontera in the sewer[-][/c], please go check there. There is a Garrison near the west gate, and an old scholar doing researches. You can go there and update them with the situation here...'}",
	[3321] = "{id = 3321, Speaker = 1108, Text = 'Adventurer, here you are. The chaos caused by the [c][ffff00]Sunken Ship[-][/c] has been controlled. Now please help the Prontera Monster Bio Lab conduct a through check. The vice captain is waiting for you near the sunken ship!'}",
	[3325] = "{id = 3325, Speaker = 1140, Text = 'xxxxxxxxxxxxx'}",
	[3326] = "{id = 3326}",
	[3329] = "{id = 3329, Speaker = 0, Text = 'Lord Brenna from Geffen’s Magic Guild seems to be quite worried about the undersea disturbance...The whole guild is probably thinking about ways to seal it...'}",
	[3347] = "{id = 3347, Speaker = 1138, Text = 'Something is wrong with the blood, we need to investigate further. Please help me collect some [c][ffff00]White Cloths and Bones[-][/c]~'}",
	[3348] = "{id = 3348, Speaker = 1138, Text = 'The Magic Powder is a great medical ingredient, very effective.'}",
	[3349] = "{id = 3349, Speaker = 1138, Text = 'The Skel-Bones are weird too. Something is not right...'}",
	[3366] = "{id = 3366, Speaker = 1135, Text = 'Well done! Next, let’s check for some new clues!'}",
	[3371] = "{id = 3371, Speaker = 1135, Text = 'I will keep reading this journal, Maybe I can find something! You can go on with the investigation!', Option = 'OK!'}",
	[3407] = "{id = 3407, Speaker = 1126, Text = 'Adventurer! Kill me! Kill me now! There is something strange in my body, I can’t control myself! I’m losing my mind! Please protect Lusya...Ahhh!!! My head hurts badly! Roar!!!'}",
	[3408] = "{id = 3408, Speaker = 1073, Text = '[c][ffff00][PlayerName][-][/c], do you want to challenge yourself in battles? I can send you to the [c][ffff00]Arena[-][/c]!', Option = 'Fighting！', Emoji = 20}",
	[3417] = "{id = 3417, Speaker = 1078, Text = 'Not bad! It’s the central spring. Well done! [c][ffff00][PlayerName][-][/c], you are quite talented~ Try to contribute more in the future, I’m expecting your great performance!', Option = 'Goodbye'}",
	[3420] = "{id = 3420, Speaker = 1098, Text = 'Young man, You want to go to [c][ffff00]Byalan Island[-][/c]? I will send you there now...'}",
	[3421] = "{id = 3421, Speaker = 1147, Text = 'Here we are! [c][ffff00]Eimus[-][/c] of the Magic Guild is on the other side of the island, go!'}",
	[3422] = "{id = 3422, Speaker = 1148, Text = 'It’s too dangerous to enter the [c][ffff00]Underwater Cave[-][/c] now, the elder has to enter by himself to check for the sealing points. It’s quite urgent! Please go find the elder...'}",
	[3423] = "{id = 3423, Speaker = 1148, Text = 'Some members from the expedition team are also in the cave, hope they are fine...'}",
	[3426] = "{id = 3426, Speaker = 1151, Text = 'The [c][ffff00]Elder of the Mage Guild[-][/c] is casting spells in the Underwater Cave, the [c][ffff00]2nd floor of the cave[-][/c] is forbidden to enter!'}",
	[3427] = "{id = 3427, Speaker = 1151, Text = 'Hey, You seldom get the chance to talk to me! How is your life in RO? You are looking good!'}",
	[3428] = "{id = 3428, Speaker = 1151, Text = 'I found something in the Underwater Cave, but as a NPC, It’s no use to me. So I will give it to you! I don’t want anything in return. Just remember to recharge once in a while, Otherwise I can’t meet my KPI and will disappear, Please!'}",
	[3429] = "{id = 3429, Speaker = 0, Text = 'Sorry... [c][ffff00]Lusisa[-][/c]! I’m really...really sorry...May god bless you on the other world...'}",
	[3430] = "{id = 3430, Speaker = 1128, Text = 'Danger! Adventurer, This Obeaune has been demonized, please defeat it, Otherwise it will suffer more pains.'}",
	[3431] = "{id = 3431, Speaker = 1128, Text = 'With the [c][ffff00]Goddess Necklace[-][/c], You can [c][ffff00]purify the demonized monster[-][/c] and let it rest in peace! Now please [c][ffff00]purify this Obeaune and let her rest[-][/c]!'}",
	[3432] = "{id = 3432, Speaker = 0, Text = '...Lusisa, farewell!'}",
	[3444] = "{id = 3444, Speaker = 1153, Text = '…'}",
	[3454] = "{id = 3454, Speaker = 0, Text = 'Oh? Someone is there. He seems to have some stories to tell, let’s go check!', Emoji = 6}",
	[3455] = "{id = 3455, Speaker = 1155, Text = '…', Emoji = 9}",
	[3457] = "{id = 3457, Speaker = 1155, Text = '…', Emoji = 19}",
	[3458] = "{id = 3458, Speaker = 1155, Text = '…', Emoji = 24}",
	[3460] = "{id = 3460, Speaker = 1149, Text = 'My friends found some leads to the treasures in the Underwater Cave, but a Death-like monster with a giant goat horn and scythe turned the Underwater Cave into chaos...'}",
	[3461] = "{id = 3461, Speaker = 1149, Text = 'I managed to escape, but some bold guys in the expedition team are still in the cave searching for the treasures. That’s too dangerous, Can you go rescue them?', Option = 'I’ll do my best!'}",
	[3462] = "{id = 3462, Speaker = 1156, Text = 'Adventurer, the ancient seal is broken and some power of the demon king has been released. Please collect some [c][ffff00]tribute shards[-][/c] swallowed by the Vadons and get rid of some [c][ffff00]Hydras[-][/c] first, Later I will update you with the situation.'}",
	[3463] = "{id = 3463, Speaker = 1156, Text = 'Great, with these shards I will have more time to stabilize the mirror.'}",
	[3464] = "{id = 3464, Speaker = 1156, Text = 'Now the core is stable.'}",
	[3465] = "{id = 3465, Speaker = 0, Text = 'What’s wrong with the seal here?'}",
	[3466] = "{id = 3466, Speaker = 1156, Text = 'There is an ancient seal named Mirror Seal under this Statue of Strouf, but the core of the seal has been destroyed and it can’t absorb the power supplied by the mirror points. Therefore the seal becomes very unstable and it can even explode, Then the whole Underwater Cave including the Byalan Island will be destroyed.'}",
	[3467] = "{id = 3467, Speaker = 0, Text = 'Explode? So the expedition team is in great danger now!'}",
	[3468] = "{id = 3468, Speaker = 1156, Text = 'Yes, the seal can’t be repaired without the \"Ocean Essence\". Now I can only stabilize the seal by closing mirror points to minimize the explosion damage.'}",
	[3469] = "{id = 3469, Speaker = 0, Text = 'No, I must find a way to save the undersea world!'}",
	[3470] = "{id = 3470, Speaker = 1156, Text = 'Young man, I saw many people stung by the Hydras on the way. Here are some [c][ffff00]Potions[-][/c], please give this to them and ask them to leave.'}",
	[3471] = "{id = 3471, Speaker = 1156, Text = 'Well done, adventurer, please go to the north and see if anyone got hurt.'}",
	[3472] = "{id = 3472, Speaker = 0, Text = 'Are you alright? It’s quite dangerous here, please leave ASAP.'}",
	[3473] = "{id = 3473, Speaker = 1157, Text = 'The situation is so bad, I can’t get close to the demonized monsters. My children must be disappointed if I didn’t bring them \"big undersea discoveries\". Adventurer, Can you help me? I don’t want to disappoint my children.'}",
	[3474] = "{id = 3474, Speaker = 0, Text = 'Don’t want to disappoint your children? That’s easy!'}",
	[3475] = "{id = 3475, Speaker = 1157, Text = 'Children like sparkling things. They must like these!'}",
	[3476] = "{id = 3476, Speaker = 1157, Text = 'This photo can bring the beautiful undersea scenery to the children!'}",
	[3477] = "{id = 3477, Speaker = 0, Text = 'Put these Nippers on the hand, doesn’t it look like a Baltan?'}",
	[3478] = "{id = 3478, Speaker = 1157, Text = 'Thank you, adventurer. I will tell my children that this gift is from a brave stranger!'}",
	[3479] = "{id = 3479, Speaker = 0, Text = 'OK, please leave this place!'}",
	[3480] = "{id = 3480, Speaker = 1157, Text = 'OK, see you around!'}",
	[3481] = "{id = 3481, Speaker = 0, Text = 'There should be no explorers nearby. Go check the mirror points!'}",
	[3482] = "{id = 3482, Speaker = 0, Text = 'Hi, I’m [c][ffff00][PlayerName][-][/c] from the Adventurer’s Guild, This should be the 1st mirror point the elder just talked about!'}",
	[3483] = "{id = 3483, Speaker = 1158, Text = 'Yes, [c][ffff00][PlayerName][-][/c], the mirror point is broken, We need to fix it first before closing it.'}",
	[3484] = "{id = 3484, Speaker = 1158, Text = 'Please find some Long Antennas for me first. I need Neutralize Crystals to neutralize the unstable power, Then I can fix the mirror!'}",
	[3485] = "{id = 3485, Speaker = 1158, Text = 'Great, now the unstable power is gone!'}",
	[3486] = "{id = 3486, Speaker = 1158, Text = 'Next, We need a precious item in the Underwater Cave, That’s the [c][ffff00]Azure Crystal[-][/c]. I’ve sent my student to find it, but can you go find it too?'}",
	[3487] = "{id = 3487, Speaker = 0, Text = 'Azure Crystal? OK.'}",
	[3488] = "{id = 3488, Speaker = 0, Text = 'Someone is hurt? Are you an apprentice from the Magic Guild?'}",
	[3489] = "{id = 3489, Speaker = 1160, Text = 'Yes, I’m Lemon. You are an Adventurer? I came here following an [c][ffff00]Obeaune[-][/c].'}",
	[3490] = "{id = 3490, Speaker = 0, Text = 'Obeaune? Could the Obeaune have the [c][ffff00]Azure Crystal[-][/c]?'}",
	[3491] = "{id = 3491, Speaker = 1160, Text = 'Not for sure, but it’s possible. Can you help me get rid of some [c][ffff00]Hydras[-][/c] first? They are so annoying.'}",
	[3492] = "{id = 3492, Speaker = 0, Text = 'Lucia! Is it [c][ffff00]Lusya[-][/c]?'}",
	[3493] = "{id = 3493, Speaker = 1163, Text = ' …', Emoji = 26}",
	[3494] = "{id = 3494, Speaker = 0, Text = 'Ah, it’s you! Haha, we meet again so soon.', Emoji = 30}",
	[3495] = "{id = 3495, Speaker = 1163, Text = ' …', Emoji = 27}",
	[3496] = "{id = 3496, Speaker = 1159, Text = 'That’s weird. The detector says there are very powerful undersea treasures here, but we only find you.'}",
	[3497] = "{id = 3497, Speaker = 0, Text = 'Withdraw your bad plans. There is no treasure at all, just leave, it’s getting dangerous here.'}",
	[3498] = "{id = 3498, Speaker = 0, Text = 'Don’t worry [c][ffff00]Lusya[-][/c], I will save the Underwater Cave. Do you know where I can find the [c][ffff00]Azure Crystal[-][/c]?'}",
	[3499] = "{id = 3499, Speaker = 1163, Text = '…', Emoji = 19}",
	[3500] = "{id = 3500, Speaker = 0, Text = 'OK, I have to go back to report to [c][ffff00]Urapya[-][/c]. There is no [c][ffff00]Azure Crystal[-][/c] here, We need to find another way.'}",
	[3501] = "{id = 3501, Speaker = 0, Text = '[c][ffff00]Urapya[-][/c], it’s difficult to find [c][ffff00]Azure Crystals[-][/c] here, do we have other options?'}",
	[3502] = "{id = 3502, Speaker = 1158, Text = 'Adventurer, I know you’ve done your best. But the mirror was totally broken just now, it can’t be repaired any more.'}",
	[3503] = "{id = 3503, Speaker = 0, Text = 'What should we do now?', Emoji = 18}",
	[3504] = "{id = 3504, Speaker = 1158, Text = 'Please go check the [c][ffff00]2nd mirror point[-][/c] and see if we can close it. All we can do now is to minimize the explosion damage, Unless we find the Ocean Essence but that’s impossible.'}",
	[3505] = "{id = 3505, Speaker = 1161, Text = 'Adventurer, You come at the right time! The unstable power around this place has been dispersed. I’ve gathered all the [c][ffff00]Azure Crystals[-][/c] nearby to fix it. But now the concentration of the crystals is a little high.'}",
	[3506] = "{id = 3506, Speaker = 0, Text = 'No wonder we can’t find any [c][ffff00]Azure Crystal[-][/c], because of you.'}",
	[3507] = "{id = 3507, Speaker = 1161, Text = 'I need to neutralize these [c][ffff00]Azure Crystals[-][/c], adventurer, please find some [c][ffff00]Thara Frog Fluid[-][/c] for me, I need them to make the Neutralizer.'}",
	[3508] = "{id = 3508, Speaker = 1161, Text = 'OK, adventurer, now I’m about to Cast to fix the mirror point. Please make sure the nearby monsters don’t come to disturb me. Tell the guy over there to leave, it’s too dangerous.'}",
	[3509] = "{id = 3509, Speaker = 1162, Text = 'Hahaha, treasures. I finally find them. Hahahaha!'}",
	[3510] = "{id = 3510, Speaker = 0, Text = 'Go away, otherwise you will be killed, even the treasures can’t save you!'}",
	[3511] = "{id = 3511, Speaker = 1162, Text = 'No, the [c][ffff00]Ocean Essence[-][/c] must be here, I’m going to be super rich!'}",
	[3512] = "{id = 3512, Speaker = 0, Text = 'The Ocean Essence?! What is the [c][ffff00]Ocean Essence[-][/c] any way?'}",
	[3513] = "{id = 3513, Speaker = 1162, Text = 'It’s a supreme treasure hidden in the Underwater Cave. It represents kindness, gratitude and beauty. It gives out a blue glow and can sell for great money!'}",
	[3514] = "{id = 3514, Speaker = 0, Text = 'Unreasonable! Do what you want!'}",
	[3515] = "{id = 3515, Speaker = 1161, Text = 'There is no time to waste, I need to start the ritual now.'}",
	[3516] = "{id = 3516, Speaker = 0, Text = 'OK, it’s all up to you, Geffen’s Mage!'}",
	[3517] = "{id = 3517, Speaker = 1161, Text = 'Adventurer, During the ritual, the power field nearby is very unstable, Monsters from the Time Rifts may attack me. Please protect me.'}",
	[3518] = "{id = 3518, Speaker = 0, Text = 'Don’t worry, I got it!'}",
	[3519] = "{id = 3519, Speaker = 1307, Text = 'The unstable power attracted demonized monsters from the Time Rifts.'}",
	[3520] = "{id = 3520, Speaker = 1307, Text = 'Reza starts to Cast.'}",
	[3521] = "{id = 3521, Speaker = 1307, Text = 'The unstable power angered the Strouf.'}",
	[3522] = "{id = 3522, Speaker = 1317, Text = 'Don’t you ever wish to fix these stupid seals, the doom day is coming, hahaha.'}",
	[3523] = "{id = 3523, Speaker = 0, Text = '[c][ffff00]Baphomet[-][/c], it’s really you! I won’t let your plan succeed.'}",
	[3524] = "{id = 3524, Speaker = 1318, Text = 'You damn people. The ocean has been entirely traumatized by you, what else do you want?!'}",
	[3525] = "{id = 3525, Speaker = 0, Text = 'No, we just want to save the ocean!'}",
	[3526] = "{id = 3526, Speaker = 1318, Text = 'You can save nothing!'}",
	[3527] = "{id = 3527, Speaker = 1161, Text = 'Damn, [c][ffff00]Baphomet[-][/c] has come here before and scattered Yimir Dust here!'}",
	[3528] = "{id = 3528, Speaker = 1161, Text = 'I failed to fix the mirror due to the disturbance just happened. Adventurer, please go tell the Elder to leave here ASAP!'}",
	[3529] = "{id = 3529, Speaker = 0, Text = 'Damn you [c][ffff00]Baphomet[-][/c]! [c][ffff00]Lusya[-][/c], sorry that once again I failed to protect the thing that matters to you!'}",
	[3530] = "{id = 3530, Speaker = 1156, Text = 'Well...We all did our best. The core showed some signs just now, and I kind of figured out that the mirrors were not fixed.'}",
	[3531] = "{id = 3531, Speaker = 0, Text = 'What should we do? Is there really no other options?'}",
	[3532] = "{id = 3532, Speaker = 1156, Text = 'Take others to leave here. I can still hold on for a while before my power is burnt out!'}",
	[3533] = "{id = 3533, Speaker = 0, Text = 'No! Elder...Why can’t I protect anything! Why are there always sacrifices?'}",
	[3534] = "{id = 3534, Speaker = 0, Text = '[c][ffff00]Lusya[-][/c]?'}",
	[3535] = "{id = 3535, Speaker = 1163, Text = '…', Emoji = 26}",
	[3536] = "{id = 3536, Speaker = 0, Text = '[c][ffff00]Lusya[-][/c], what’s that blue thing?!'}",
	[3537] = "{id = 3537, Speaker = 1156, Text = 'It’s...It’s the Ocean Essence, it does exist! The [c][ffff00]Heart of Mermaid[-][/c] is the Ocean Essence.'}",
	[3538] = "{id = 3538, Speaker = 0, Text = '[c][ffff00]Lusya[-][/c]...!!'}",
	[3539] = "{id = 3539, Speaker = 1163, Text = '…', Emoji = 27}",
	[3540] = "{id = 3540, Speaker = 1156, Text = 'This Obeaune is here to return your favor. Have you ever helped her? Adventurer.'}",
	[3541] = "{id = 3541, Speaker = 0, Text = '...[c][ffff00]Lusya[-][/c]. Thank you...I appreciate your help.'}",
	[3542] = "{id = 3542, Speaker = 1156, Text = 'Anyway, thank you, adventurer. Your brave deeds have saved us all.'}",
	[3543] = "{id = 3543, Speaker = 0, Text = 'No, it’s the lives in the ocean that have saved themselves and us.'}",
	[3544] = "{id = 3544, Speaker = 1156, Text = 'This kind of invaluable treasure can only be found on the ocean creatures. I can fix the seal now with this [c][ffff00]Ocean Essence[-][/c].'}",
	[3545] = "{id = 3545, Speaker = 0, Text = 'That way! The Obeaune went that way! Go have a look.'}",
	[3546] = "{id = 3546, Speaker = 0, Text = 'Here is one!', Option = 'Help explorer'}",
	[3547] = "{id = 3547, Speaker = 0, Text = 'Huff, finally done.'}",
	[3548] = "{id = 3548, Speaker = 0, Text = '…', Emoji = 25}",
	[3549] = "{id = 3549, Speaker = 0, Text = '…', Emoji = 12}",
	[3550] = "{id = 3550, Speaker = 0, Text = 'It’s really [c][ffff00]Baphomet[-][/c], but luckily it’s just a phantom...'}",
	[3551] = "{id = 3551, Speaker = 1163, Text = '…', Emoji = 27}",
	[3570] = "{id = 3570, Speaker = 1111, Text = '[c][ffff00][PlayerName][-][/c], I really appreciate your help in [c][ffff00]Izlude[-][/c], now I’m also one of the Archmages!'}",
	[3573] = "{id = 3573, Speaker = 1178, Text = 'Pray to the Goddess’ Statue?', Option = '{Pray,2},{Leave,3}'}",
	[3574] = "{id = 3574, Speaker = 1178, Text = 'The Goddess’ Statue recovers its usual glow, You can feel power flowing around it.'}",
	[3575] = "{id = 3575, Speaker = 1178, Text = 'The statue stands till in silence.'}",
